TABLE NO.  1
 ROW         KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  8.2500E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  3.4397E-01  3.4397E-01  3.9695E-01  2.8585E-01  1.1110E-01  7.2153E-01
  8.2600E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  2.8981E-01  2.8981E-01  2.7912E-01  2.4016E-01  3.8957E-02 -1.5906E-02
  8.2700E+02  2.2319E+00  6.2437E+01  1.7338E+02  8.6063E+00  8.5985E+00  1.8154E-01  1.8154E-01  2.3177E-01  1.4874E-01  8.3031E-02  1.3487E+00
  8.3200E+02  2.2319E+00  8.5949E+01  1.7338E+02  1.0468E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.3400E+02  2.2319E+00  8.5949E+01  1.7338E+02  1.0468E+01  8.5985E+00  1.7003E-01  1.7003E-01  1.6338E-01  1.9331E-01 -2.9929E-02 -9.7904E-02
  8.3500E+02  2.2319E+00  8.5949E+01  1.7338E+02  1.0468E+01  8.5985E+00  2.4808E-01  2.4808E-01  1.1719E-01  2.7869E-01 -1.6150E-01 -1.5759E+00
  8.3600E+02  2.2319E+00  8.5949E+01  1.7338E+02  1.0468E+01  8.5985E+00  2.5977E-01  2.5977E-01  3.6980E-01  2.8023E-01  8.9573E-02  1.2972E+00
  8.3700E+02  2.2319E+00  8.5949E+01  1.7338E+02  1.0468E+01  8.5985E+00  1.7398E-01  1.7398E-01  1.7491E-01  1.7027E-01  4.6387E-03 -2.1776E-02
  8.4200E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.4300E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  6.8577E-02  6.8577E-02  5.3930E-02  7.0516E-02 -1.6586E-02 -6.4875E-01
  8.4400E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  2.1989E-01  2.1989E-01  2.3465E-01  2.3407E-01  5.8309E-04  1.0217E-01
  8.4500E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  2.6137E-01  2.6137E-01  3.1535E-01  2.9884E-01  1.6513E-02  3.0938E-01
  8.4600E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  1.9697E-01  1.9697E-01  1.9010E-01  2.5981E-01 -6.9706E-02 -6.8695E-01
  8.4700E+02  2.2319E+00  7.6463E+01  1.7338E+02  2.5247E+01  8.5985E+00  8.5115E-02  8.5115E-02  7.3228E-02  1.5627E-01 -8.3044E-02 -1.2620E+00
  8.5200E+02  2.2319E+00  1.1157E+02  1.7338E+02  2.3983E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.5400E+02  2.2319E+00  1.1157E+02  1.7338E+02  2.3983E+01  8.5985E+00  1.7482E-01  1.7482E-01  1.2818E-01  2.5901E-01 -1.3083E-01 -1.0170E+00
  8.5500E+02  2.2319E+00  1.1157E+02  1.7338E+02  2.3983E+01  8.5985E+00  1.9703E-01  1.9703E-01  1.9893E-01  2.8998E-01 -9.1046E-02 -4.6428E-01
  8.5600E+02  2.2319E+00  1.1157E+02  1.7338E+02  2.3983E+01  8.5985E+00  1.6126E-01  1.6126E-01  1.8766E-01  2.3467E-01 -4.7010E-02 -1.3124E-01
  8.5700E+02  2.2319E+00  1.1157E+02  1.7338E+02  2.3983E+01  8.5985E+00  9.4559E-02  9.4559E-02  6.9117E-02  1.3555E-01 -6.6430E-02 -1.1494E+00
  8.6200E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.6400E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  1.1349E-01  1.1349E-01  8.3666E-02  2.8015E-01 -1.9648E-01 -1.1402E+00
  8.6500E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  1.2696E-01  1.2696E-01  1.5478E-01  2.9387E-01 -1.3909E-01 -5.1447E-01
  8.6600E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  1.2253E-01  1.2253E-01  6.3504E-02  2.4038E-01 -1.7687E-01 -1.6389E+00
  8.6700E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  1.0126E-01  1.0126E-01  8.5747E-02  1.4572E-01 -5.9977E-02 -1.0216E+00
  8.6900E+02  2.2319E+00  2.0018E+02  1.7338E+02  1.3787E+01  8.5985E+00  4.9429E-02  4.9429E-02  5.2503E-02  3.2037E-02  2.0466E-02  1.0275E+00
  8.7200E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.7300E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  1.0724E-01  1.0724E-01  1.1687E-01  1.5676E-01 -3.9886E-02 -3.2547E-02
  8.7400E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  1.8107E-01  1.8107E-01  1.9397E-01  2.6381E-01 -6.9839E-02 -1.7938E-01
  8.7500E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  2.0274E-01  2.0274E-01  1.9485E-01  2.9300E-01 -9.8151E-02 -4.8207E-01
  8.7600E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  1.6518E-01  1.6518E-01  5.0287E-02  2.3590E-01 -1.8562E-01 -2.0565E+00
  8.7700E+02  2.2319E+00  1.0973E+02  1.7338E+02  2.0455E+01  8.5985E+00  1.0451E-01  1.0451E-01  1.0055E-01  1.4708E-01 -4.6531E-02 -4.5146E-01
  8.8200E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.8400E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  2.1310E-01  2.1310E-01  2.0976E-01  2.3982E-01 -3.0060E-02 -1.5377E-01
  8.8500E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  2.6301E-01  2.6301E-01  3.3665E-01  2.9973E-01  3.6925E-02  6.5815E-01
  8.8600E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  2.2633E-01  2.2633E-01  1.1558E-01  2.6373E-01 -1.4815E-01 -1.6326E+00
  8.8700E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  1.3327E-01  1.3327E-01  1.2248E-01  1.6417E-01 -4.1690E-02 -4.9285E-01
  8.8800E+02  2.2319E+00  8.3703E+01  1.7338E+02  1.6393E+01  8.5985E+00  5.1281E-02  5.1281E-02  5.6566E-02  7.0565E-02 -1.3999E-02 -7.0571E-02
  8.9200E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.9300E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  6.9888E-02  6.9888E-02  7.2752E-02  1.3891E-01 -6.6161E-02 -1.9454E-01
  8.9400E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  1.4322E-01  1.4322E-01  1.8071E-01  2.7304E-01 -9.2331E-02 -2.6660E-02
  8.9500E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  1.6293E-01  1.6293E-01  8.6114E-02  2.9701E-01 -2.1090E-01 -1.3774E+00
  8.9600E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  1.5834E-01  1.5834E-01  6.6699E-02  2.5344E-01 -1.8674E-01 -1.7093E+00
  8.9700E+02  2.2319E+00  1.5128E+02  1.7338E+02  1.1840E+01  8.5985E+00  1.2497E-01  1.2497E-01  1.3774E-01  1.5359E-01 -1.5853E-02 -3.1230E-02
  9.0200E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.0300E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  7.8414E-02  7.8414E-02  7.1078E-02  7.1570E-02 -4.9174E-04 -5.1603E-01
  9.0400E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  7.5847E-01  7.5847E-01  6.9813E-01  6.9755E-01  5.8240E-04 -4.2688E-01
  9.0500E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  1.0266E+00  1.0266E+00  1.2559E+00  9.5522E-01  3.0068E-01  6.8148E-01
  9.0600E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  9.2053E-01  9.2053E-01  1.1848E+00  8.8430E-01  3.0050E-01  8.9496E-01
  9.0700E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  5.1607E-01  5.1607E-01  4.3703E-01  5.3155E-01 -9.4523E-02 -5.9214E-01
  9.0800E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  1.7066E-01  1.7066E-01  1.3704E-01  1.9648E-01 -5.9440E-02 -4.3575E-01
  9.0900E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  8.6812E-02  8.6812E-02  1.0741E-01  1.0182E-01  5.5909E-03  5.8925E-01
  9.1000E+02  2.2319E+00  6.8355E+01  1.7338E+02  1.4555E+01  8.5985E+00  5.5965E-02  5.5965E-02  6.0968E-02  6.3053E-02 -2.0851E-03  1.8918E-01
  9.1200E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.1300E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  2.8833E-01  2.8833E-01  2.4245E-01  4.4036E-01 -1.9791E-01 -5.9779E-01
  9.1400E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  5.9580E-01  5.9580E-01  3.6640E-01  8.8997E-01 -5.2357E-01 -1.2416E+00
  9.1500E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  6.8673E-01  6.8673E-01  8.1816E-01  9.8978E-01 -1.7162E-01  2.0828E-02
  9.1600E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  6.1492E-01  6.1492E-01  6.1674E-01  8.1949E-01 -2.0275E-01 -3.9074E-01
  9.1700E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  4.1805E-01  4.1805E-01  5.7963E-01  4.7270E-01  1.0693E-01  8.2411E-01
  9.1800E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  2.0960E-01  2.0960E-01  9.6130E-02  1.8884E-01 -9.2711E-02 -1.7814E+00
  9.1900E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  1.2527E-01  1.2527E-01  1.4476E-01  1.0725E-01  3.7514E-02  6.1368E-01
  9.2000E+02  2.2319E+00  1.1541E+02  1.7338E+02  1.3919E+01  8.5985E+00  7.5690E-02  7.5690E-02  7.7275E-02  7.0824E-02  6.4511E-03  2.2135E-01
  9.2200E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.2400E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  5.5225E-01  5.5225E-01  4.1137E-01  6.1843E-01 -2.0706E-01 -9.0966E-01
  9.2500E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  8.7127E-01  8.7127E-01  1.2466E+00  9.6299E-01  2.8361E-01  1.1038E+00
  9.2600E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  8.4714E-01  8.4714E-01  6.7687E-01  9.1134E-01 -2.3447E-01 -7.7866E-01
  9.2700E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  5.4268E-01  5.4268E-01  5.4053E-01  5.4456E-01 -4.0252E-03 -5.8790E-02
  9.2800E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  2.3253E-01  2.3253E-01  2.2388E-01  2.0908E-01  1.4803E-02 -1.2261E-01
  9.2900E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  1.3004E-01  1.3004E-01  1.5922E-01  1.1301E-01  4.6208E-02  6.5150E-01
  9.3000E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  7.7436E-02  7.7436E-02  8.5794E-02  6.9277E-02  1.6517E-02  2.4027E-01
  9.3100E+02  2.2319E+00  8.4431E+01  1.7338E+02  1.2645E+01  8.5985E+00  5.9843E-02  5.9843E-02  5.8996E-02  5.4905E-02  4.0908E-03 -1.6562E-01
  9.3200E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.3300E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  1.5932E-01  1.5932E-01  1.8570E-01  1.5584E-01  2.9864E-02  4.9824E-01
  9.3400E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  8.2828E-01  8.2828E-01  7.8420E-01  8.2070E-01 -3.6496E-02 -1.7494E-01
  9.3500E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  9.7123E-01  9.7123E-01  9.2287E-01  9.8323E-01 -6.0364E-02 -2.0964E-01
  9.3600E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  7.7748E-01  7.7748E-01  8.9822E-01  8.2310E-01  7.5118E-02  3.5153E-01
  9.3700E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  4.2664E-01  4.2664E-01  4.1685E-01  4.9459E-01 -7.7742E-02 -3.5747E-01
  9.3800E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  1.4956E-01  1.4956E-01  1.6721E-01  2.0097E-01 -3.3761E-02 -6.3471E-02
  9.3900E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  7.4788E-02  7.4788E-02  6.9434E-02  1.0646E-01 -3.7025E-02 -3.8114E-01
  9.4000E+02  2.2319E+00  7.3186E+01  1.7338E+02  1.6521E+01  8.5985E+00  4.7948E-02  4.7948E-02  5.5867E-02  6.7395E-02 -1.1528E-02  9.6140E-02
  9.4200E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.4300E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  4.9892E-01  4.9892E-01  4.1915E-01  4.4623E-01 -2.7077E-02 -5.4039E-01
  9.4400E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  1.0162E+00  1.0162E+00  1.4710E+00  9.0555E-01  5.6545E-01  1.7500E+00
  9.4500E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  1.1019E+00  1.1019E+00  8.2051E-01  9.7947E-01 -1.5896E-01 -8.3477E-01
  9.4600E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  9.9248E-01  9.9248E-01  1.0833E+00  8.7153E-01  2.1177E-01  5.4282E-01
  9.4700E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  6.3203E-01  6.3203E-01  5.1144E-01  5.4018E-01 -2.8744E-02 -4.7152E-01
  9.4800E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  2.7494E-01  2.7494E-01  2.8799E-01  2.2044E-01  6.7548E-02  4.7587E-01
  9.4900E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  1.5888E-01  1.5888E-01  1.4043E-01  1.2031E-01  2.0116E-02 -1.7782E-01
  9.5000E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  1.0224E-01  1.0224E-01  1.2127E-01  7.3353E-02  4.7917E-02  8.8579E-01
  9.5100E+02  2.2319E+00  6.7102E+01  1.7338E+02  9.5503E+00  8.5985E+00  8.2985E-02  8.2985E-02  1.0272E-01  5.7939E-02  4.4781E-02  1.1074E+00
  9.5200E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.5300E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  8.2415E-01  8.2415E-01  1.0148E+00  5.1958E-01  4.9522E-01  1.5433E+00
  9.5400E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  1.4119E+00  1.4119E+00  1.5490E+00  9.4104E-01  6.0796E-01  9.1800E-01
  9.5500E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  1.3695E+00  1.3695E+00  1.4027E+00  9.7352E-01  4.2918E-01  4.0508E-01
  9.5600E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  9.6890E-01  9.6890E-01  1.2307E+00  7.9696E-01  4.3374E-01  1.0637E+00
  9.5700E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  3.9455E-01  3.9455E-01  3.7568E-01  4.4496E-01 -6.9275E-02 -4.9426E-01
  9.5800E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  1.2243E-01  1.2243E-01  1.4147E-01  1.7988E-01 -3.8410E-02  3.6397E-01
  9.5900E+02  2.2319E+00  4.6240E+01  1.7338E+02  1.3008E+01  8.5985E+00  7.6643E-02  7.6643E-02  7.8357E-02  9.9382E-02 -2.1025E-02  3.5945E-01
  9.6300E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.6400E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  3.2621E-01  3.2621E-01  3.4041E-01  4.4349E-01 -1.0308E-01  2.9419E-01
  9.6500E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  6.8043E-01  6.8043E-01  3.9846E-01  8.8310E-01 -4.8464E-01 -1.1227E+00
  9.6600E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  7.8690E-01  7.8690E-01  7.6960E-01  9.7588E-01 -2.0628E-01 -1.9312E-01
  9.6700E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  8.0316E-01  8.0316E-01  1.0476E+00  8.5753E-01  1.9007E-01  7.2562E-01
  9.6800E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  6.5634E-01  6.5634E-01  8.1882E-01  4.9453E-01  3.2429E-01  4.3456E-01
  9.6900E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  4.5467E-01  4.5467E-01  3.6466E-01  1.9067E-01  1.7399E-01 -2.2235E+00
  9.7000E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  3.4237E-01  3.4237E-01  5.7353E-01  1.0068E-01  4.7285E-01  6.0851E+00
  9.7100E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  2.5734E-01  2.5734E-01  3.6034E-01  6.3303E-02  2.9704E-01  6.0728E+00
  9.7200E+02  2.2319E+00  1.0372E+02  1.7338E+02  3.5960E+00  8.5985E+00  2.1579E-01  2.1579E-01  1.5444E-01  5.0108E-02  1.0433E-01 -1.0117E+00
  9.7300E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.7400E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  2.5245E-01  2.5245E-01  3.4346E-01  2.8430E-01  5.9158E-02  1.1053E+00
  9.7500E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  6.3967E-01  6.3967E-01  5.0309E-01  7.2032E-01 -2.1723E-01 -5.9018E-01
  9.7700E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  7.9728E-01  7.9728E-01  5.0655E-01  8.9788E-01 -3.9133E-01 -1.1543E+00
  9.7800E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  4.9967E-01  4.9967E-01  5.0600E-01  5.6458E-01 -5.8576E-02 -7.3430E-02
  9.7900E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  2.2447E-01  2.2447E-01  1.7730E-01  2.5891E-01 -8.1614E-02 -7.2549E-01
  9.8000E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  1.2738E-01  1.2738E-01  1.4582E-01  1.5216E-01 -6.3432E-03  2.0417E-01
  9.8100E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  7.9663E-02  7.9663E-02  1.0582E-01  9.9828E-02  5.9917E-03  6.5164E-01
  9.8200E+02  2.2319E+00  8.4386E+01  1.7338E+02  1.2061E+01  8.5985E+00  6.2539E-02  6.2539E-02  5.1117E-02  8.0635E-02 -2.9518E-02 -4.8721E-01
  9.8300E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.8400E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  2.7869E-01  2.7869E-01  2.2265E-01  2.3073E-01 -8.0780E-03 -7.9407E-01
  9.8500E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  9.3712E-01  9.3712E-01  1.2250E+00  7.8283E-01  4.4217E-01  1.2988E+00
  9.8600E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  1.1744E+00  1.1744E+00  1.0062E+00  9.9981E-01  6.3917E-03 -4.4331E-01
  9.8700E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  9.6828E-01  9.6828E-01  1.2209E+00  8.5605E-01  3.6485E-01  1.0766E+00
  9.8800E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  5.3023E-01  5.3023E-01  4.9138E-01  5.0728E-01 -1.5905E-02 -2.4278E-01
  9.8900E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  2.0906E-01  2.0906E-01  2.0166E-01  2.1822E-01 -1.6563E-02 -7.4181E-02
  9.9000E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  1.2057E-01  1.2057E-01  1.2758E-01  1.2468E-01  2.9025E-03  1.7855E-01
  9.9200E+02  2.2319E+00  6.1917E+01  1.7338E+02  1.0768E+01  8.5985E+00  6.8271E-02  6.8271E-02  8.2743E-02  6.3884E-02  1.8859E-02  5.7335E-01
  9.9300E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  9.9400E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  2.9631E-01  2.9631E-01  2.0414E-01  2.8056E-01 -7.6422E-02 -1.2090E+00
  9.9500E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  9.0754E-01  9.0754E-01  1.0995E+00  8.5699E-01  2.4251E-01  6.1961E-01
  9.9600E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  1.0318E+00  1.0318E+00  1.2230E+00  9.7105E-01  2.5195E-01  5.7363E-01
  9.9700E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  8.4034E-01  8.4034E-01  9.0808E-01  7.8255E-01  1.2553E-01  2.8216E-01
  9.9800E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  4.8816E-01  4.8816E-01  4.7622E-01  4.4511E-01  3.1113E-02 -4.9436E-03
  9.9900E+02  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  1.9060E-01  1.9060E-01  1.9057E-01  1.6637E-01  2.4203E-02  9.3026E-02
  1.0000E+03  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  1.0458E-01  1.0458E-01  1.0859E-01  8.8394E-02  2.0196E-02  1.2650E-01
  1.0010E+03  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  6.7943E-02  6.7943E-02  7.2627E-02  5.6216E-02  1.6411E-02  1.4984E-01
  1.0020E+03  2.2319E+00  7.0985E+01  1.7338E+02  1.2831E+01  8.5985E+00  5.4696E-02  5.4696E-02  6.6440E-02  4.4769E-02  2.1671E-02  6.0914E-01
  1.0030E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0040E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  1.1898E-01  1.1898E-01  1.0842E-01  1.7922E-01 -7.0798E-02 -1.3321E-01
  1.0050E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  6.2375E-01  6.2375E-01  7.0543E-01  8.9561E-01 -1.9018E-01 -1.0935E-01
  1.0060E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  7.3926E-01  7.3926E-01  9.3462E-01  9.8821E-01 -5.3593E-02  2.3905E-01
  1.0070E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  6.9059E-01  6.9059E-01  5.6560E-01  8.0089E-01 -2.3529E-01 -8.9464E-01
  1.0080E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  5.4129E-01  5.4129E-01  3.6130E-01  4.7305E-01 -1.1175E-01 -1.5831E+00
  1.0090E+03  2.2319E+00  1.1342E+02  1.7338E+02  6.1741E+00  8.5985E+00  3.5776E-01  3.5776E-01  5.0740E-01  2.0220E-01  3.0520E-01  2.0397E+00
